Extension,Palabra
7,ATEISTA
7,ATISBON
7,ATLANTE
7,AVAHADO
7,AVANTAL
7,BACARIS
7,BALSERO
7,BANDEAR
7,BANDERO
7,BARCAJE
7,BECERRA
7,BERBERI
7,BIVALVO
7,BOLARDO
7,BROCADO
7,BUITRON
7,BUZAQUE
7,CACERIA
7,CACHAVO
7,CALEFON
7,CALLAPO
7,CANTINA
7,CAPELAN
7,CAPOLAR
7,CARAIPO
7,CARRAZO
7,CAUCHAL
7,CELANTE
7,CENTAVO
7,CEPORRO
7,CEQUION
7,CERUMEN
7,CETAREA
7,CHAPERO
7,CHARCAS
7,CHARLAR
7,CHARRAR
7,CHAVARI
7,CHIRULI
7,CHOCLAR
7,CHORREO
7,CILLERO
7,CITRICO
7,CLANGOR
7,COCARAR
7,COCHANO
7,COGORZA
7,COHORTE
7,COLAPSO
7,CONJURA
7,COROLLA
7,COSIBLE
7,CRINEJA
7,CUBIJAR
7,CUERIZA
7,DECEBIR
7,DEICIDA
7,DEIFICO
7,DESAPTO
7,DIRIMIR
7,DRAPEAR
7,DUDABLE
7,ENDEBLE
7,ESBOZAR
7,ESCALON
7,ESCIBLE
7,ESCOMAR
7,ESCOZOR
7,ESNIFAR
7,ESTEBAR
7,ESTINCO
7,EVALUAR
7,EXECRAR
7,EXEGETA
7,EXICIAL
7,FALBALA
7,FEMINAL
7,FENECER
7,FLACURA
7,FLEXION
7,FRUTICE
7,FUELLAR
7,FULLONA
7,FUNEREO
7,GALEAZA
7,GALERIA
7,GANABLE
7,GANADOR
7,GENERAL
7,GENUINO
7,GUIJOSO
7,HABLADA
7,HALDUDO
7,HARRAPO
7,HECTICO
7,HIBUERO
7,HOCICON
7,HOYUELO
7,HURRACO
7,INGLETE
7,INNOCUO
7,INSUMIR
7,IVERNAR
7,JUSENTE
7,LAMBION
7,LASTIMA
7,LAVANCO
7,LEONADO
7,LETANIA
7,LETREAR
7,LOBERIA
7,LUGUBRE
7,MAESTRA
7,MAREOSO
7,MARMITA
7,MARTAGA
7,MATRACA
7,MATUFIA
7,MECONIO
7,MERCERO
7,MILANES
7,MIMBRAR
7,MIOCENO
7,MULLIDO
7,NEPALES
7,NOMINAR
7,OBLONGO
7,OLAMBRE
7,ORIUNDO
7,PAPAINA
7,PARRIZA
7,PASADIA
7,PENANTE
7,PENIQUE
7,PENTODO
7,PESEBRE
7,PINCHAR
7,PINSAPO
7,PLUMERO
7,POSFIJO
7,POSTUMO
7,PRISION
7,PRONAOS
7,PUBLICO
7,QUETZAL
7,QUIETAR
7,QUILATE
7,QUINADO
7,RAYENTE
7,REDONDA
7,REHOYAR
7,RELAJON
7,RELIGAR
7,RESAQUE
7,RESUDAR
7,REVIDAR
7,ROBUSTO
7,RODANTE
7,RUBILLA
7,SAGUARO
7,SALAMIN
7,SALVADO
7,SANGRIA
7,SENDERO
7,SENTADA
7,SICOSIS
7,SILVANO
7,SOBANDA
7,SUPURAR
7,SURUMPE
7,TABACAL
7,TABAQUE
7,TABLIZO
7,TARTARI
7,TEPOZAN
7,TERMICO
7,TIRADOR
7,TITANIO
7,TOCADOR
7,TOLERAR
7,TONDINO
7,TORCIDO
7,TORNADA
7,TRAPAZA
7,TRASCOL
7,TUNDIDO
7,VALLICO
7,VAQUETA
7,VEDISMO
7,VENTRAL
7,VENTRON
7,VIBRION
7,VIEJERA
7,VISILLO
7,VOLATIL
7,YEGUATO
8,ABURRIDO
8,ACEITERO
8,ACELERON
8,ACEQUIAR
8,ACOSTADO
8,ADJUNTIA
8,ADONECER
8,AFELPADO
8,AGASAJAR
8,AGUJERAR
8,ALAQUECA
8,ALGAREAR
8,ALGAVARO
8,ALGUACIL
8,ALINDADO
8,ALLEGADO
8,ALQUIBLA
8,AMARILLA
8,AMARRAJE
8,AMARRECO
8,AMASIATO
8,AMBARINO
8,AMENAZAR
8,ANGUSTIA
8,ANTESALA
8,APAGABLE
8,APOLINAR
8,ARRASADO
8,ARTEMISA
8,ASAMBLEA
8,ASCONDER
8,ASPEREAR
8,ASTATICO
8,ASUTILAR
8,ATOCHADO
8,ATROCHAR
8,AUREOLAR
8,AVECINAR
8,AVENENAR
8,BABOSADA
8,BACINICA
8,BAHAISMO
8,BAILARIN
8,BAJELERO
8,BANDOLON
8,BARBOTEO
8,BOLCHACA
8,BOLICHEO
8,BRAMURAS
8,BROCHETA
8,CALABRES
8,CALMARIA
8,CALOROSO
8,CANDAJON
8,CAPELLAR
8,CAPOTUDO
8,CARABALI
8,CARAJADA
8,CARDUCHA
8,CARENADA
8,CARENERO
8,CARNEADA
8,CARNIOLA
8,CATAVINO
8,CELEBRAR
8,CELLENCO
8,CENCUATE
8,CHIBUQUI
8,CHICOLEO
8,CISTACEO
8,CLOROSIS
8,CLORURAR
8,COCOBOLO
8,CORTEDAD
8,COSTALAR
8,CULPABLE
8,CUQUILLO
8,CUTICULA
8,DEMULCIR
8,DESCALZO
8,DESLATAR
8,DESLINDE
8,DESTAPAR
8,DESUNION
8,DEVALUAR
8,DIAMANTE
8,DIARIERO
8,DINORNIS
8,DIRECTOR
8,DOBERMAN
8,DOSELETE
8,DROGUETE
8,EGOTISMO
8,EMPAJADA
8,ENCUESTA
8,ENDEREZA
8,ENDILGAR
8,ENFIELAR
8,ENFINGIR
8,ENFLORAR
8,ENGAITAR
8,ENGLUTIR
8,ENMONDAR
8,ENSOBEAR
8,EPITAFIO
8,ESCAMOSO
8,ESCASEAR
8,ESPALMAR
8,ESQUISAR
8,ESTANCAR
8,ESTELADO
8,ESTEMPLE
8,ESTIRADA
8,EVANECER
8,EXPRIMIR
8,FACUNDIA
8,FECUNDAR
8,FIGULINO
8,FLECHERA
8,FORMABLE
8,GALERERO
8,GAMBERRA
8,GANGUEAR
8,GARANTIR
8,GEMIPARO
8,GERMINAR
8,GONOCOCO
8,GRIFALTO
8,GUARDIAN
8,GUARRIDO
8,HEXAPODO
8,HIBERNES
8,HIGUERAL
8,HINCHADA
8,HOJALDRA
8,HOMBREAR
8,HOMBRUNO
8,HUMAREDA
8,IMPROPIO
8,INCESTAR
8,INDULTAR
8,INSTALAR
8,INTRICAR
8,INVALIDO
8,JAMUSCAR
8,JOROBETA
8,JUICIERO
8,LAMETADA
8,LAMISCAR
8,LIMPIDEZ
8,MACANDON
8,MACEADOR
8,MAITINES
8,MANSEDAD
8,MANSEJON
8,MANSEQUE
8,MASAMUDA
8,MAYOLICA
8,MEJENGUE
8,MEZQUINO
8,MINORITA
8,MIRANDES
8,MONTADOR
8,MOQUILLO
8,MUSEROLA
8,NELUMBIO
8,NOLICION
8,OFENSIVO
8,OLISQUEO
8,OPACIDAD
8,OPRESIVO
8,OSTEITIS
8,PALOMERA
8,PANDERON
8,PARDILLO
8,PARROCHA
8,PASTRANO
8,PEJERREY
8,PELOTARI
8,PERISCIO
8,PERMITIR
8,PICACERO
8,PINATERO
8,PIOPOLLO
8,PIROMANO
8,PLATILLA
8,POBLADOR
8,POBLAZON
8,PODRECER
8,POLIFONO
8,POLVAZAL
8,POQUEDAD
8,PORQUERO
8,POSTILAR
8,POSTURAL
8,PRECEDER
8,PRECIOSO
8,PRENSERO
8,PROCINTO
8,PROCOMUN
8,PROGRAMA
8,PROPAGAR
8,PROPICIO
8,PROSTILO
8,RASPANTE
8,RECOBRAR
8,REOSTATO
8,REVELADO
8,ROBADIZO
8,RODADERO
8,SAQUERIA
8,SIBILINO
8,SOBADERO
8,SOCROCIO
8,SUMERGIR
8,TACUACIN
8,TALQUITA
8,TARTAJEO
8,TEXTORIO
8,TIRORIRO
8,TOBOSINO
8,TOLETAZO
8,TONTILLO
8,TOPETADA
8,TRABANCO
8,TRANSEAT
8,TRAQUEAL
8,TREFILAR
8,TRIGONAL
8,TRIMOTOR
8,VACUIDAD
8,VAGUERIA
8,VENDEDOR
8,VERDECER
8,VERIDICO
8,VERTEBRA
8,VIADUCTO
8,VIGOLERO
8,VIROTAZO
8,VOCATIVO
8,VOLANDAS
8,VULCANIO
8,ZARRIOSO
8,ZOONOSIS
9,ABALEADOR
9,ABONANZAR
9,ACELERADA
9,ACEMILERO
9,ACERTAJON
9,ACTIVISTA
9,ADELGAZAR
9,AFERRADOR
9,AGRAMENTE
9,AGROLOGIA
9,AGUOSIDAD
9,AHECHADOR
9,AHIGADADO
9,ALADROQUE
9,ALENTADOR
9,ALFARERIA
9,ALFARNATE
9,AMERITADO
9,AMETROPIA
9,ANCESTRAL
9,ANTIDROGA
9,APERNADOR
9,APLACADOR
9,APOSTILLA
9,ARDINCULO
9,ASIMPLADO
9,ASINCRONO
9,ASTRIFERO
9,ASTROCITO
9,ASTRONOMO
9,AVARIENTO
9,AZAREARSE
9,BARISFERA
9,BARRAGANA
9,BARRETEAR
9,BASQUILLA
9,BERMEJEAR
9,BOBALICON
9,BOCALLAVE
9,BOMBARDON
9,BORRADURA
9,BOYACENSE
9,BURDEGANO
9,CAFETERIA
9,CALABROTE
9,CALIMOCHO
9,CAMALOTAL
9,CANCAMUSA
9,CARABELON
9,CARISQUIO
9,CARRETAJE
9,CATINGUDO
9,CAUCIONAR
9,CEGESIMAL
9,CENTELLEO
9,CENTELLON
9,CEROLEINA
9,CERRETANO
9,CERROTINO
9,CHANCHADA
9,CIDRONELA
9,CIMBALERO
9,COFRADERO
9,COLGADURA
9,COMPASADO
9,COMPENSAR
9,CONCORDAR
9,CONDRITIS
9,CONFLICTO
9,CONQUENSE
9,CORCOVADO
9,CORLEADOR
9,CORREDURA
9,CRICOIDES
9,CULPACION
9,DACTILICO
9,DEGOLLINA
9,DEGRADADA
9,DEJEMPLAR
9,DELATADOR
9,DELIRANTE
9,DENTADURA
9,DEPRENDER
9,DESCANSAR
9,DESGALGAR
9,DESHIERBA
9,DESPALMAR
9,DESPEDRAR
9,DESPEJADO
9,DESPERADO
9,DESROBLAR
9,DINAMITAR
9,DISCEPTAR
9,EFICIENTE
9,ELEMENTAL
9,EMBEBECER
9,EMBOQUERA
9,EMBOVEDAR
9,EMPARAMAR
9,EMPILCHAR
9,EMPILONAR
9,EMPRESTAR
9,ENCAPOTAR
9,ENCOMIOSO
9,ENCORCHAR
9,ENGAFECER
9,ENGRAMPAR
9,ENLANCHAR
9,ENTINTADO
9,EPIFONEMA
9,EQUILIBRE
9,ERISIPELA
9,ESCARIOSO
9,ESCIFOZOO
9,ESPADERIA
9,ESPECIOSO
9,ESPELUCAR
9,ESTIPULAR
9,ESTOPEROL
9,ESTRECHEZ
9,EXPONEDOR
9,EXPOSITOR
9,FACCIONAR
9,FERACIDAD
9,FINLANDES
9,FRACASADO
9,FUNDACION
9,GARROTEAR
9,GLOBULOSO
9,GLOSOPEDA
9,GRITADERA
9,GUARIDERO
9,GUATIBERE
9,GUEDEJADO
9,GUERRILLA
9,HIPNOTICO
9,HIPOFISIS
9,HONDILLOS
9,INDIRECTE
9,INTENTONA
9,IRRISIBLE
9,ISOFONICO
9,JIGUILETE
9,LEVEMENTE
9,LONGANIZA
9,LUDOPATIA
9,MADAPOLAN
9,MADREARSE
9,MANEJABLE
9,MARTIRIAR
9,MATURINES
9,MAXMORDON
9,MISERABLE
9,MOSQUEADO
9,MUCHACHEZ
9,MUNICIPIO
9,NARIZOTAS
9,NEPERIANO
9,NINFOMANA
9,NOTICIERO
9,NOVELIZAR
9,OBISPALIA
9,OCULTISMO
9,OLIVARERO
9,PACOTILLA
9,PAGADURIA
9,PAKISTANI
9,PALPADURA
9,PARALASIS
9,PARASISMO
9,PARROQUIA
9,PASTELEAR
9,PEGAMENTO
9,PELANTRIN
9,PELEONERO
9,PERFILADO
9,PERNEADOR
9,PERONISMO
9,PISTONUDO
9,PITOFLERO
9,PLUMAJERO
9,POLVAREDA
9,PORRACEAR
9,POSTERGAR
9,POSTRADOR
9,PRIMAVERA
9,PROGNOSIS
9,PSIQUISMO
9,QUELTEHUE
9,QUEROCHAR
9,RANCHERIO
9,RATIFICAR
9,REAJUSTAR
9,REDIMIDOR
9,REDOLENTE
9,REGATISTA
9,RODACHINA
9,ROTULADOR
9,RUMBATICO
9,SAHARIANO
9,SALIFICAR
9,SANAMUNDA
9,SEGUNDERO
9,SEUDOPODO
9,SILABARIO
9,SILVICOLA
9,SIRVIENTA
9,SUBSEGUIR
9,SUBVERSOR
9,SUCOTRINO
9,TABLAJERO
9,TAMBORETE
9,TARDECICA
9,TAUROFILO
9,TEOGONICO
9,TERRACOTA
9,TRAGADERO
9,TRIFASICO
9,TRILINGUE
9,TRIMEMBRE
9,TRIPOLINO
9,URANOLITO
9,USUFRUCTO
9,UTENSILIO
9,VECINDONA
9,VENTAJEAR
9,VESTIGIAL
9,ZAPATILLA
9,ZATIQUERO
9,ZOROASTRA
10,ABARCADURA
10,ACOGULLADO
10,ACRISTALAR
10,ACROSTOLIO
10,ACUPUNTURA
10,AGRAMADERA
10,ALAMINAZGO
10,ALBERGUERO
10,ALDEANIEGO
10,ALMARBATAR
10,ALMOJABANA
10,ANCIANIDAD
10,APOPLEJICO
10,APROBACION
10,APROPIABLE
10,APROPOSITO
10,ARGENTADOR
10,ARREMANGAR
10,ASAINETEAR
10,ASUBIADERO
10,ATORNILLAR
10,AUTOMOTRIZ
10,AVICULTURA
10,AVILANTEZA
10,BALONCESTO
10,BARRANCOSO
10,BOMBACACEO
10,BROSLADURA
10,CAMBRILLON
10,CARABLANCA
10,CARDUZADOR
10,CAROLINGIO
10,CARRASCOSO
10,CARRUAJERO
10,CATACALDOS
10,CATEQUISMO
10,CAUCASIANO
10,CHAMUCHINA
10,CHIRUMBELA
10,CICATRIZAL
10,COMUNMENTE
10,CONDUCCION
10,CONFLAGRAR
10,CONMEMORAR
10,CONTORNEAR
10,CONTURBADO
10,COPROLALIA
10,CORDIFORME
10,CORPULENTO
10,CRISANTEMA
10,CRITICIDAD
10,CROMOTIPIA
10,CUCHILLAZO
10,CUCHILLERO
10,CUPULIFERO
10,CURRICULAR
10,DARWINISTA
10,DESAPLOMAR
10,DESAPUNTAR
10,DESCANTEAR
10,DESENOJOSO
10,DESILUSION
10,DESLENDRAR
10,DESNARIGAR
10,DESPISTADO
10,DESQUICIAR
10,DESTRUEQUE
10,DESTRUIDOR
10,DESVALIJAR
10,DIFINICION
10,DIONISIACO
10,DOBLADILLO
10,DOCUMENTAL
10,ELAIOMETRO
10,EMPECINADO
10,EMPERCUDIR
10,ENCANTARAR
10,ENCHINCHAR
10,ENCRESPADO
10,ENDOSPERMO
10,ENGARROTAR
10,ENQUISTADO
10,ENSALADERA
10,ENTOMOFILO
10,ENTRELINEA
10,ESCODADERO
10,ESCORREDOR
10,ESCOTADURA
10,ESGRIMISTA
10,ESPONDAICO
10,ESTANDORIO
10,ESTANTERIA
10,ESTITIQUEZ
10,ESTUDIANTE
10,FALANGISTA
10,FERRUGINEO
10,FONOMETRIA
10,FORNIGUERO
10,FRUCTIFERO
10,FUSTIGADOR
10,GARGOLISMO
10,GRAMALLERA
10,GRANDANIME
10,GRATIFICAR
10,GUILLOTINA
10,HERMETISMO
10,HERMODATIL
10,HIDRARGIRO
10,HIERBATERO
10,HIGIENIZAR
10,HOLANDILLA
10,HOMOSEXUAL
10,ICTIOSAURO
10,INCONEXION
10,INCONTABLE
10,INDIGERIDO
10,INELEGIBLE
10,INOPERANTE
10,INTRODUCTO
10,INTROVERSO
10,INVOLUCRAR
10,INYECTABLE
10,JABALINERO
10,LADRILLEJO
10,LADRONICIO
10,LOBECTOMIA
10,MAESTRAZGO
10,MALIGNIDAD
10,MAMONCILLO
10,MANDATARIO
10,MANIFESTAR
10,MARRANERIA
10,MEMBRILLAR
10,MEQUETREFE
10,MERCERIZAR
10,METAPLASMO
10,MILAGRERIA
10,MOLESTADOR
10,MONOSILABO
10,MUESTRARIO
10,MUTUATARIO
10,NAPOLITANO
10,NEMOTECNIA
10,NITROSIDAD
10,PAPELETEAR
10,PECAMINOSO
10,PELDEFEBRE
10,PENDOLISTA
10,PERICLITAR
10,PERORACION
10,PESTOREJON
10,PEYORATIVO
10,PIANOFORTE
10,PINCHAUVAS
10,PLANIFICAR
10,POLIGLOTIA
10,POLITOLOGO
10,POSTRACION
10,PRESBITERO
10,PRETORIANO
10,PROGRESIVO
10,PUNTUACION
10,RACIONISTA
10,RAQUETISTA
10,RECAUDERIA
10,REGIAMENTE
10,RETRACCION
10,REVOLVEDOR
10,RITUALISTA
10,ROMANCISTA
10,SATURACION
10,SIMBOLOGIA
10,SINDERESIS
10,SOBRELLAVE
10,SODOMITICO
10,SUBTILIZAR
10,TALAVERANO
10,TEJIMIENTO
10,TELEFONEMA
10,TEMPANILLO
10,TETRAGRAMA
10,TORNASOLAR
10,TRANCAHILO
10,UFANAMENTE
10,VALIDACION
10,VEINTESIMO
10,VESTIMENTO
10,VOLQUEARSE
10,ZARAGATONA
11,ACROMATISMO
11,AFILAMIENTO
11,AFORAMIENTO
11,AGARRAFADOR
11,ALCALINIZAR
11,ALCAPARRERA
11,ALCORANISTA
11,ALISMATACEO
11,AMARICONADO
11,AMIGDALITIS
11,AMONEDACION
11,ANDROPAUSIA
11,ANTENUPCIAL
11,APEGAMIENTO
11,ASENTADERAS
11,AVIESAMENTE
11,AXIOMATIZAR
11,BARBIBLANCO
11,BAUTISTERIO
11,BEBENDURRIA
11,BESUQUEADOR
11,BIOELEMENTO
11,BIOPROTESIS
11,BURGUESISMO
11,CAMPURRIANO
11,CAPTENENCIA
11,CHICHARREAR
11,CHORROBORRO
11,CIGARRALERO
11,COGNOSCENTE
11,CONCEPTISMO
11,CONGRATULAR
11,CONSIDERADO
11,CONSUMICION
11,CONTEMPERAR
11,CONTRAYENTE
11,DENUNCIABLE
11,DEPILATORIO
11,DEPURATORIO
11,DERMATOLOGO
11,DESBANDARSE
11,DESBECERRAR
11,DESCALABRAR
11,DESCONSUELO
11,DESINVERNAR
11,DESODORIZAR
11,DESPOTIQUEZ
11,DESTRONCHAR
11,DINAMOMETRO
11,DOMESTICADO
11,EMBAJATORIO
11,EMBARCACION
11,EMBESTIDURA
11,ENCARECEDOR
11,ENCUARTELAR
11,ENGRAPADORA
11,ENGUIJARRAR
11,ENUNCIACION
11,ESPONJADURA
11,ESTADIFICAR
11,ESTOQUEADOR
11,EXTENUATIVO
11,FANATIZADOR
11,FLORISTERIA
11,FLUCTUACION
11,FREGAMIENTO
11,GANOSAMENTE
11,GASTEROPODO
11,GRANGUARDIA
11,GUARDASILLA
11,GUISAMIENTO
11,HISPANOFILO
11,HURTADILLAS
11,IGNOMINIOSO
11,IMPRIMACION
11,INAPLAZABLE
11,INCIVILIDAD
11,INEPTAMENTE
11,INOPERANCIA
11,INTRODUCTOR
11,ISOMORFISMO
11,LICENCIADOR
11,LIGAMENTOSO
11,LOXODROMICO
11,MANDAMIENTO
11,MARCESCENTE
11,MARICULTURA
11,MARRANCHONA
11,MEDICOLEGAL
11,MEMBRILLATE
11,MERENDILLAR
11,MONOSPASTOS
11,MULTICOPIAR
11,MUSICOGRAFO
11,PAMANDABUAN
11,PARAFRASEAR
11,PARCIALIZAR
11,PAROTIDITIS
11,PARQUIMETRO
11,PERPETRADOR
11,PICARAMENTE
11,PORQUEZUELA
11,PREPOTENCIA
11,PROMONTORIO
11,PROTECTORIO
11,PROVEEDURIA
11,PUBLICACION
11,REBORDEADOR
11,REQUINTADOR
11,SALIFICABLE
11,SATISDACION
11,SERPENTEADO
11,SOLEVANTADO
11,SOLICITADOR
11,SUBSTANTIVO
11,TAMBORILEAR
11,TEMBLIQUEAR
11,TERGIVERSAR
11,TERRORIFICO
11,TITIRITAINA
11,TRASPIRABLE
11,TRAUMATIZAR
11,TROPEOLACEO
11,VEINTICINCO
11,VODEVILESCO
11,ZARCILLITOS
12,ACAUDILLADOR
12,ALCOHOMETRIA
12,AMARILIDACEO
12,ANTIFASCISMO
12,ARCOBRICENSE
12,ASENTADILLAS
12,ASTRONAUTICO
12,AUTOBIOGRAFO
12,BANDERILLEAR
12,BASTIMENTERO
12,BONIFICACION
12,CABALLERESCO
12,CANSADAMENTE
12,CARACTERIZAR
12,CARTAGINENSE
12,CASCABELILLO
12,COINTERESADO
12,COMANDITARIO
12,COMPREHENDER
12,CONCENTRADOR
12,CONTRABAJETE
12,CONTRAMANGAS
12,CONTRARRELOJ
12,CORNISAMENTO
12,CUATRODOBLAR
12,DEBILITACION
12,DECADENTISTA
12,DEPRECATORIO
12,DESABORICION
12,DESFLORACION
12,DESGOBERNADO
12,DESGRADECIDO
12,DESGUARNECER
12,DESINSACULAR
12,DESMONTADURA
12,DESPRECIADOR
12,DIALECTOLOGO
12,DICIPLINANTE
12,EMBELLECEDOR
12,EMBERMEJECER
12,ENAMORICARSE
12,ENCAJETILLAR
12,ENCASCABELAR
12,ENCOLAMIENTO
12,ENDOPARASITO
12,ENLODAMIENTO
12,ESCAMPAMENTO
12,ESCAPAMIENTO
12,ESPECULACION
12,ESTAFISAGRIA
12,ESTEREOGRAFO
12,EXTRANATURAL
12,EXTROVERTIDO
12,FUNEBREMENTE
12,GERMANOFOBIA
12,HACINAMIENTO
12,INFIBULACION
12,INHOSPEDABLE
12,INIMAGINABLE
12,INOBSERVANTE
12,INSURRECCION
12,INTERJECCION
12,INTERMITENTE
12,INTERVENCION
12,INVENCIONERO
12,IRREDENTISTA
12,LANZAMISILES
12,LIMPIAPLUMAS
12,LOCALIZACION
12,MACERAMIENTO
12,MAQUIAVELICO
12,MARICANGALLA
12,METAMORFISMO
12,MEZCLAMIENTO
12,MONTENEGRINO
12,NEUROLEPTICO
12,OSCILOSCOPIO
12,PASIFICACION
12,PENTAVALENTE
12,POLIFACETICO
12,PORTUGUESADA
12,PRECOLOMBINO
12,PREOCUPACION
12,PRINCIPIANTA
12,RENACIMIENTO
12,RESTAURATIVO
12,ROBUSTECEDOR
12,ROMPECABEZAS
12,SABROSAMENTE
12,SANGUIJOLERO
12,SOCIABILIDAD
12,SOTOMINISTRO
12,SUBCONTRATAR
12,SUBSTITUTIVO
12,SUPERPOBLADO
12,TAXIDERMISTA
12,VISCERALIDAD
13,ABSORBIMIENTO
13,ADESTRAMIENTO
13,AHUACHAPANECO
13,AMPLIFICATIVO
13,BASTECIMIENTO
13,BETLEHEMITICO
13,CARIDELANTERO
13,CONSUMIMIENTO
13,CONVENENCIERO
13,DESCADILLADOR
13,DESCARAMIENTO
13,DESGUALDRAJAR
13,DIEZMILIMETRO
13,ELECTROTECNIA
13,ELIPTICAMENTE
13,ENCENDIMIENTO
13,ENSUCIAMIENTO
13,ENTRELUBRICAN
13,ENVICIAMIENTO
13,ESCURREPLATOS
13,FOTOLITOGRAFO
13,GRATUITAMENTE
13,HIDRARGIRISMO
13,HIDROSILICATO
13,IMPARCIALIDAD
13,INCOMODAMENTE
13,INTERCURRENTE
13,IRREGULARIDAD
13,LANGUIDAMENTE
